word,propability
"klagen",-3565
"klagest",-3565
"klaget",-3565
"klagst",-3565
"klagt",-3565
"klagte",-3565
"klagten",-3565
"klagtest",-3565
"klagtet",-3565
"klein",-2715
"kleine",-2715
"kleinem",-2715
"kleinen",-2715
"kleiner",-2715
"kleinere",-2715
"kleinerem",-2715
"kleineren",-2715
"kleinerer",-2715
"kleineres",-2715
"kleines",-2715
"kleinst",-2715
"kleinste",-2715
"kleinstem",-2715
"kleinsten",-2715
"kleinster",-2715
"kleinstes",-2715
"klobig",-373
"klobige",-373
"klobigem",-373
"klobigen",-373
"klobiger",-373
"klobigere",-373
"klobigerem",-373
"klobigeren",-373
"klobigerer",-373
"klobigeres",-373
"klobiges",-373
"klobigst",-373
"klobigste",-373
"klobigstem",-373
"klobigsten",-373
"klobigster",-373
"klobigstes",-373
"knapp",-2036
"knappe",-2036
"knappem",-2036
"knappen",-2036
"knapper",-2036
"knappere",-2036
"knapperem",-2036
"knapperen",-2036
"knapperer",-2036
"knapperes",-2036
"knappes",-2036
"knappst",-2036
"knappste",-2036
"knappstem",-2036
"knappsten",-2036
"knappster",-2036
"knappstes",-2036
"knurrig",-47
"knurrige",-47
"knurrigem",-47
"knurrigen",-47
"knurriger",-47
"knurrigere",-47
"knurrigerem",-47
"knurrigeren",-47
"knurrigerer",-47
"knurrigeres",-47
"knurriges",-47
"knurrigst",-47
"knurrigste",-47
"knurrigstem",-47
"knurrigsten",-47
"knurrigster",-47
"knurrigstes",-47
"kollabier",-47
"kollabiere",-47
"kollabieren",-47
"kollabierest",-47
"kollabieret",-47
"kollabierst",-47
"kollabiert",-47
"kollabierte",-47
"kollabierten",-47
"kollabiertest",-47
"kollabiertet",-47
"kollidier",-47
"kollidiere",-47
"kollidieren",-47
"kollidierest",-47
"kollidieret",-47
"kollidierst",-47
"kollidiert",-47
"kollidierte",-47
"kollidierten",-47
"kollidiertest",-47
"kollidiertet",-47
"kompliziert",-383
"komplizierte",-383
"kompliziertem",-383
"komplizierten",-383
"komplizierter",-383
"kompliziertere",-383
"komplizierterem",-383
"komplizierteren",-383
"komplizierterer",-383
"komplizierteres",-383
"kompliziertes",-383
"kompliziertest",-383
"komplizierteste",-383
"kompliziertestem",-383
"kompliziertesten",-383
"kompliziertester",-383
"kompliziertestes",-383
"konfrontier",-47
"konfrontiere",-47
"konfrontieren",-47
"konfrontierest",-47
"konfrontieret",-47
"konfrontierst",-47
"konfrontiert",-47
"konfrontierte",-47
"konfrontierten",-47
"konfrontiertest",-47
"konfrontiertet",-47
"konkurrieren",-47
"kontraproduktiv",-6272
"kontraproduktive",-6272
"kontraproduktivem",-6272
"kontraproduktiven",-6272
"kontraproduktiver",-6272
"kontraproduktivere",-6272
"kontraproduktiverem",-6272
"kontraproduktiveren",-6272
"kontraproduktiverer",-6272
"kontraproduktiveres",-6272
"kontraproduktives",-6272
"kontraproduktivst",-6272
"kontraproduktivste",-6272
"kontraproduktivstem",-6272
"kontraproduktivsten",-6272
"kontraproduktivster",-6272
"kontraproduktivstes",-6272
"kontrovers",-3395
"kontroverse",-3395
"kontroversem",-3395
"kontroversen",-3395
"kontroverser",-3395
"kontroversere",-3395
"kontroverserem",-3395
"kontroverseren",-3395
"kontroverserer",-3395
"kontroverseres",-3395
"kontroverses",-3395
"kontroversest",-3395
"kontroverseste",-3395
"kontroversestem",-3395
"kontroversesten",-3395
"kontroversester",-3395
"kontroversestes",-3395
"korrupt",-4615
"korrupte",-4615
"korruptem",-4615
"korrupten",-4615
"korrupter",-4615
"korruptere",-4615
"korrupterem",-4615
"korrupteren",-4615
"korrupterer",-4615
"korrupteres",-4615
"korruptes",-4615
"korruptest",-4615
"korrupteste",-4615
"korruptestem",-4615
"korruptesten",-4615
"korruptester",-4615
"korruptestes",-4615
"kostenintensiv",-47
"kostenintensive",-47
"kostenintensivem",-47
"kostenintensiven",-47
"kostenintensiver",-47
"kostenintensivere",-47
"kostenintensiverem",-47
"kostenintensiveren",-47
"kostenintensiverer",-47
"kostenintensiveres",-47
"kostenintensives",-47
"kostenintensivst",-47
"kostenintensivste",-47
"kostenintensivstem",-47
"kostenintensivsten",-47
"kostenintensivster",-47
"kostenintensivstes",-47
"kostspielig",-47
"kostspielige",-47
"kostspieligem",-47
"kostspieligen",-47
"kostspieliger",-47
"kostspieligere",-47
"kostspieligerem",-47
"kostspieligeren",-47
"kostspieligerer",-47
"kostspieligeres",-47
"kostspieliges",-47
"kostspieligst",-47
"kostspieligste",-47
"kostspieligstem",-47
"kostspieligsten",-47
"kostspieligster",-47
"kostspieligstes",-47
"krach",-47
"krache",-47
"krachen",-47
"krachest",-47
"krachet",-47
"krachst",-47
"kracht",-47
"krachte",-47
"krachten",-47
"krachtest",-47
"krachtet",-47
"kraftlos",-3338
"kraftlose",-3338
"kraftlosem",-3338
"kraftlosen",-3338
"kraftloser",-3338
"kraftlosere",-3338
"kraftloserem",-3338
"kraftloseren",-3338
"kraftloserer",-3338
"kraftloseres",-3338
"kraftloses",-3338
"kraftlosest",-3338
"kraftloseste",-3338
"kraftlosestem",-3338
"kraftlosesten",-3338
"kraftlosester",-3338
"kraftlosestes",-3338
"krank",-47
"kranke",-47
"krankem",-4694
"kranken",-47
"kranker",-4694
"krankes",-4694
"krankest",-47
"kranket",-47
"krankst",-47
"krankt",-47
"krankte",-47
"krankten",-47
"kranktest",-47
"kranktet",-47
"krass",-1603
"krasse",-1603
"krassem",-1603
"krassen",-1603
"krasser",-1603
"krassere",-1603
"krasserem",-1603
"krasseren",-1603
"krasserer",-1603
"krasseres",-1603
"krasses",-1603
"krassest",-1603
"krasseste",-1603
"krassestem",-1603
"krassesten",-1603
"krassester",-1603
"krassestes",-1603
"kriechen",-47
"kriegerisch",-47
"kriegerische",-47
"kriegerischem",-47
"kriegerischen",-47
"kriegerischer",-47
"kriegerischere",-47
"kriegerischerem",-47
"kriegerischeren",-47
"kriegerischerer",-47
"kriegerischeres",-47
"kriegerisches",-47
"kriegerischst",-47
"kriegerischste",-47
"kriegerischstem",-47
"kriegerischsten",-47
"kriegerischster",-47
"kriegerischstes",-47
"kriminell",-4692
"kriminelle",-4692
"kriminellem",-4692
"kriminellen",-4692
"krimineller",-4692
"kriminellere",-4692
"kriminellerem",-4692
"kriminelleren",-4692
"kriminellerer",-4692
"kriminelleres",-4692
"kriminelles",-4692
"kriminellst",-4692
"kriminellste",-4692
"kriminellstem",-4692
"kriminellsten",-4692
"kriminellster",-4692
"kriminellstes",-4692
"kritisch",-2030
"kritische",-2030
"kritischem",-2030
"kritischen",-2030
"kritischer",-2030
"kritischere",-2030
"kritischerem",-2030
"kritischeren",-2030
"kritischerer",-2030
"kritischeres",-2030
"kritisches",-2030
"kritischst",-2030
"kritischste",-2030
"kritischstem",-2030
"kritischsten",-2030
"kritischster",-2030
"kritischstes",-2030
"kritisier",-3466
"kritisiere",-3466
"kritisieren",-3466
"kritisierest",-3466
"kritisieret",-3466
"kritisierst",-3466
"kritisiert",-3466
"kritisierte",-3466
"kritisierten",-3466
"kritisiertest",-3466
"kritisiertet",-3466
"krude",-47
"krudee",-47
"krudeem",-47
"krudeen",-47
"krudeer",-47
"krudeere",-47
"krudeerem",-47
"krudeeren",-47
"krudeerer",-47
"krudeeres",-47
"krudees",-47
"krudest",-47
"krudeste",-47
"krudestem",-47
"krudesten",-47
"krudester",-47
"krudestes",-47
"krumm",-426
"krumme",-426
"krummem",-426
"krummen",-426
"krummer",-426
"krummere",-426
"krummerem",-426
"krummeren",-426
"krummerer",-426
"krummeres",-426
"krummes",-426
"krummst",-426
"krummste",-426
"krummstem",-426
"krummsten",-426
"krummster",-426
"krummstes",-426
"kränk",-47
"kränke",-47
"kränkel",-47
"kränkele",-47
"kränkelen",-47
"kränkeln",-47
"kränkelst",-47
"kränkelt",-47
"kränkelte",-47
"kränkelten",-47
"kränkeltest",-47
"kränkeltet",-47
"kränken",-47
"kränker",-4694
"kränkere",-4694
"kränkerem",-4694
"kränkeren",-4694
"kränkerer",-4694
"kränkeres",-4694
"kränkest",-47
"kränket",-47
"kränkl",-47
"kränkle",-47
"kränklich",-3172
"kränkliche",-3172
"kränklichem",-3172
"kränklichen",-3172
"kränklicher",-3172
"kränklichere",-3172
"kränklicherem",-3172
"kränklicheren",-3172
"kränklicherer",-3172
"kränklicheres",-3172
"kränkliches",-3172
"kränklichst",-3172
"kränklichste",-3172
"kränklichstem",-3172
"kränklichsten",-3172
"kränklichster",-3172
"kränklichstes",-3172
"kränkst",-47
"kränkste",-4694
"kränkstem",-4694
"kränksten",-4694
"kränkster",-4694
"kränkstes",-4694
"kränkt",-47
"kränkte",-47
"kränkten",-47
"kränktest",-47
"kränktet",-47
"kurz",-47
"kurze",-47
"kurzem",-47
"kurzen",-47
"kurzer",-47
"kurzes",-47
"kurzsichtig",-4714
"kurzsichtige",-4714
"kurzsichtigem",-4714
"kurzsichtigen",-4714
"kurzsichtiger",-4714
"kurzsichtigere",-4714
"kurzsichtigerem",-4714
"kurzsichtigeren",-4714
"kurzsichtigerer",-4714
"kurzsichtigeres",-4714
"kurzsichtiges",-4714
"kurzsichtigst",-4714
"kurzsichtigste",-4714
"kurzsichtigstem",-4714
"kurzsichtigsten",-4714
"kurzsichtigster",-4714
"kurzsichtigstes",-4714
"kälter",-120
"kältere",-120
"kälterem",-120
"kälteren",-120
"kälterer",-120
"kälteres",-120
"kältest",-120
"kälteste",-120
"kältestem",-120
"kältesten",-120
"kältester",-120
"kältestes",-120
"kämpf",-3467
"kämpfe",-3467
"kämpfen",-3467
"kämpfest",-3467
"kämpfet",-3467
"kämpfst",-3467
"kämpft",-3467
"kämpfte",-3467
"kämpften",-3467
"kämpftest",-3467
"kämpftet",-3467
"kümmerlich",-3207
"kümmerliche",-3207
"kümmerlichem",-3207
"kümmerlichen",-3207
"kümmerlicher",-3207
"kümmerlichere",-3207
"kümmerlicherem",-3207
"kümmerlicheren",-3207
"kümmerlicherer",-3207
"kümmerlicheres",-3207
"kümmerliches",-3207
"kümmerlichst",-3207
"kümmerlichste",-3207
"kümmerlichstem",-3207
"kümmerlichsten",-3207
"kümmerlichster",-3207
"kümmerlichstes",-3207
"kündig",-4947
"kündige",-4947
"kündigen",-4947
"kündigest",-4947
"kündiget",-4947
"kündigst",-4947
"kündigt",-4947
"kündigte",-4947
"kündigten",-4947
"kündigtest",-4947
"kündigtet",-4947
"kürz",-3439
"kürze",-3439
"kürzen",-3439
"kürzer",-47
"kürzere",-47
"kürzerem",-47
"kürzeren",-47
"kürzerer",-47
"kürzeres",-47
"kürzest",-3439
"kürzeste",-47
"kürzestem",-47
"kürzesten",-47
"kürzester",-47
"kürzestes",-47
"kürzet",-3439
"kürzt",-3439
"kürzte",-3439
"kürzten",-3439
"kürztest",-3439
"kürztet",-3439
"labil",-3260
"labile",-3260
"labilem",-3260
"labilen",-3260
"labiler",-3260
"labilere",-3260
"labilerem",-3260
"labileren",-3260
"labilerer",-3260
"labileres",-3260
"labiles",-3260
"labilst",-3260
"labilste",-3260
"labilstem",-3260
"labilsten",-3260
"labilster",-3260
"labilstes",-3260
"laienhaft",-3169
"laienhafte",-3169
"laienhaftem",-3169
"laienhaften",-3169
"laienhafter",-3169
"laienhaftere",-3169
"laienhafterem",-3169
"laienhafteren",-3169
"laienhafterer",-3169
"laienhafteres",-3169
"laienhaftes",-3169
"laienhaftest",-3169
"laienhafteste",-3169
"laienhaftestem",-3169
"laienhaftesten",-3169
"laienhaftester",-3169
"laienhaftestes",-3169
"lakonisch",-47
"lakonische",-47
"lakonischem",-47
"lakonischen",-47
"lakonischer",-47
"lakonischere",-47
"lakonischerem",-47
"lakonischeren",-47
"lakonischerer",-47
"lakonischeres",-47
"lakonisches",-47
"lakonischst",-47
"lakonischste",-47
"lakonischstem",-47
"lakonischsten",-47
"lakonischster",-47
"lakonischstes",-47
"langatmig",-47
"langatmige",-47
"langatmigem",-47
"langatmigen",-47
"langatmiger",-47
"langatmigere",-47
"langatmigerem",-47
"langatmigeren",-47
"langatmigerer",-47
"langatmigeres",-47
"langatmiges",-47
"langatmigst",-47
"langatmigste",-47
"langatmigstem",-47
"langatmigsten",-47
"langatmigster",-47
"langatmigstes",-47
"langsam",-167
"langsame",-167
"langsamem",-167
"langsamen",-167
"langsamer",-167
"langsamere",-167
"langsamerem",-167
"langsameren",-167
"langsamerer",-167
"langsameres",-167
"langsames",-167
"langsamst",-167
"langsamste",-167
"langsamstem",-167
"langsamsten",-167
"langsamster",-167
"langsamstes",-167
"langweil",-512
"langweile",-512
"langweilen",-512
"langweilest",-512
"langweilet",-512
"langweilig",-228
"langweilige",-228
"langweiligem",-228
"langweiligen",-228
"langweiliger",-228
"langweiligere",-228
"langweiligerem",-228
"langweiligeren",-228
"langweiligerer",-228
"langweiligeres",-228
"langweiliges",-228
"langweiligst",-228
"langweiligste",-228
"langweiligstem",-228
"langweiligsten",-228
"langweiligster",-228
"langweiligstes",-228
"langweilst",-512
"langweilt",-512
"langweilte",-512
"langweilten",-512
"langweiltest",-512
"langweiltet",-512
"lasch",-47
"lasche",-47
"laschem",-47
"laschen",-47
"lascher",-47
"laschere",-47
"lascherem",-47
"lascheren",-47
"lascherer",-47
"lascheres",-47
"lasches",-47
"laschest",-47
"lascheste",-47
"laschestem",-47
"laschesten",-47
"laschester",-47
"laschestes",-47
"laschst",-47
"laschste",-47
"laschstem",-47
"laschsten",-47
"laschster",-47
"laschstes",-47
"launisch",-409
"launische",-409
"launischem",-409
"launischen",-409
"launischer",-409
"launischere",-409
"launischerem",-409
"launischeren",-409
"launischerer",-409
"launischeres",-409
"launisches",-409
"launischst",-409
"launischste",-409
"launischstem",-409
"launischsten",-409
"launischster",-409
"launischstes",-409
"lebensfeindlich",-47
"lebensfeindliche",-47
"lebensfeindlichem",-47
"lebensfeindlichen",-47
"lebensfeindlicher",-47
"lebensfeindlichere",-47
"lebensfeindlicherem",-47
"lebensfeindlicheren",-47
"lebensfeindlicherer",-47
"lebensfeindlicheres",-47
"lebensfeindliches",-47
"lebensfeindlichst",-47
"lebensfeindlichste",-47
"lebensfeindlichstem",-47
"lebensfeindlichsten",-47
"lebensfeindlichster",-47
"lebensfeindlichstes",-47
"lebensgefährlich",-47
"lebensgefährliche",-47
"lebensgefährlichem",-47
"lebensgefährlichen",-47
"lebensgefährlicher",-47
"lebensgefährlichere",-47
"lebensgefährlicherem",-47
"lebensgefährlicheren",-47
"lebensgefährlicherer",-47
"lebensgefährlicheres",-47
"lebensgefährliches",-47
"lebensgefährlichst",-47
"lebensgefährlichste",-47
"lebensgefährlichstem",-47
"lebensgefährlichsten",-47
"lebensgefährlichster",-47
"lebensgefährlichstes",-47
"leblos",-490
"leblose",-490
"leblosem",-490
"leblosen",-490
"lebloser",-490
"leblosere",-490
"lebloserem",-490
"lebloseren",-490
"lebloserer",-490
"lebloseres",-490
"lebloses",-490
"leblosest",-490
"lebloseste",-490
"leblosestem",-490
"leblosesten",-490
"leblosester",-490
"leblosestes",-490
"leer",-250
"leere",-250
"leerem",-250
"leeren",-250
"leerer",-250
"leerere",-250
"leererem",-250
"leereren",-250
"leererer",-250
"leereres",-250
"leeres",-250
"leerst",-250
"leerste",-250
"leerstem",-250
"leersten",-250
"leerster",-250
"leerstes",-250
"leichtgläubig",-47
"leichtgläubige",-47
"leichtgläubigem",-47
"leichtgläubigen",-47
"leichtgläubiger",-47
"leichtgläubigere",-47
"leichtgläubigerem",-47
"leichtgläubigeren",-47
"leichtgläubigerer",-47
"leichtgläubigeres",-47
"leichtgläubiges",-47
"leichtgläubigst",-47
"leichtgläubigste",-47
"leichtgläubigstem",-47
"leichtgläubigsten",-47
"leichtgläubigster",-47
"leichtgläubigstes",-47
"leichtsinnig",-47
"leichtsinnige",-47
"leichtsinnigem",-47
"leichtsinnigen",-47
"leichtsinniger",-47
"leichtsinnigere",-47
"leichtsinnigerem",-47
"leichtsinnigeren",-47
"leichtsinnigerer",-47
"leichtsinnigeres",-47
"leichtsinniges",-47
"leichtsinnigst",-47
"leichtsinnigste",-47
"leichtsinnigstem",-47
"leichtsinnigsten",-47
"leichtsinnigster",-47
"leichtsinnigstes",-47
"leiden",-1596
"leider",-4787
"leistungsunfähig",-47
"leugn",-4862
"leugne",-4862
"leugnen",-4862
"leugnest",-4862
"leugnet",-4862
"leugnete",-4862
"leugneten",-4862
"leugnetest",-4862
"leugnetet",-4862
"leugnte",-4862
"leugnten",-4862
"leugntest",-4862
"leugntet",-4862
"lieblos",-4697
"lieblose",-4697
"lieblosem",-4697
"lieblosen",-4697
"liebloser",-4697
"lieblosere",-4697
"liebloserem",-4697
"liebloseren",-4697
"liebloserer",-4697
"liebloseres",-4697
"liebloses",-4697
"lieblosest",-4697
"liebloseste",-4697
"lieblosestem",-4697
"lieblosesten",-4697
"lieblosester",-4697
"lieblosestes",-4697
"liquidier",-47
"liquidiere",-47
"liquidieren",-47
"liquidierest",-47
"liquidieret",-47
"liquidierst",-47
"liquidiert",-47
"liquidierte",-47
"liquidierten",-47
"liquidiertest",-47
"liquidiertet",-47
"loswerden",-47
"lächerlich",-6435
"lächerliche",-6435
"lächerlichem",-6435
"lächerlichen",-6435
"lächerlicher",-6435
"lächerlichere",-6435
"lächerlicherem",-6435
"lächerlicheren",-6435
"lächerlicherer",-6435
"lächerlicheres",-6435
"lächerliches",-6435
"lächerlichst",-6435
"lächerlichste",-6435
"lächerlichstem",-6435
"lächerlichsten",-6435
"lächerlichster",-6435
"lächerlichstes",-6435
"lädiert",-366
"lädierte",-366
"lädiertem",-366
"lädierten",-366
"lädierter",-366
"lädiertere",-366
"lädierterem",-366
"lädierteren",-366
"lädierterer",-366
"lädierteres",-366
"lädiertes",-366
"lädiertest",-366
"lädierteste",-366
"lädiertestem",-366
"lädiertesten",-366
"lädiertester",-366
"lädiertestes",-366
"lähm",-47
"lähme",-47
"lähmen",-47
"lähmest",-47
"lähmet",-47
"lähmst",-47
"lähmt",-47
"lähmte",-47
"lähmten",-47
"lähmtest",-47
"lähmtet",-47
"läppisch",-47
"läppische",-47
"läppischem",-47
"läppischen",-47
"läppischer",-47
"läppischere",-47
"läppischerem",-47
"läppischeren",-47
"läppischerer",-47
"läppischeres",-47
"läppisches",-47
"läppischst",-47
"läppischste",-47
"läppischstem",-47
"läppischsten",-47
"läppischster",-47
"läppischstes",-47
"lästig",-1751
"lästige",-1751
"lästigem",-1751
"lästigen",-1751
"lästiger",-1751
"lästigere",-1751
"lästigerem",-1751
"lästigeren",-1751
"lästigerer",-1751
"lästigeres",-1751
"lästiges",-1751
"lästigst",-1751
"lästigste",-1751
"lästigstem",-1751
"lästigsten",-1751
"lästigster",-1751
"lästigstes",-1751
"lösch",-3654
"lösche",-3654
"löschen",-3654
"löschest",-3654
"löschet",-3654
"löschst",-3654
"löscht",-3654
"löschte",-3654
"löschten",-3654
"löschtest",-3654
"löschtet",-3654
"lückenhaft",-4805
"lückenhafte",-4805
"lückenhaftem",-4805
"lückenhaften",-4805
"lückenhafter",-4805
"lückenhaftere",-4805
"lückenhafterem",-4805
"lückenhafteren",-4805
"lückenhafterer",-4805
"lückenhafteres",-4805
"lückenhaftes",-4805
"lückenhaftest",-4805
"lückenhafteste",-4805
"lückenhaftestem",-4805
"lückenhaftesten",-4805
"lückenhaftester",-4805
"lückenhaftestes",-4805
"machtlos",-3351
"machtlose",-3351
"machtlosem",-3351
"machtlosen",-3351
"machtloser",-3351
"machtlosere",-3351
"machtloserem",-3351
"machtloseren",-3351
"machtloserer",-3351
"machtloseres",-3351
"machtloses",-3351
"machtlosest",-3351
"machtloseste",-3351
"machtlosestem",-3351
"machtlosesten",-3351
"machtlosester",-3351
"machtlosestes",-3351
"mager",-47
"magere",-47
"magerem",-47
"mageren",-47
"magerer",-47
"magerere",-47
"magererem",-47
"magereren",-47
"magererer",-47
"magereres",-47
"mageres",-47
"magern",-47
"magerst",-47
"magerste",-47
"magerstem",-47
"magersten",-47
"magerster",-47
"magerstes",-47
"magrer",-47
"magrere",-47
"magrerem",-47
"magreren",-47
"magrerer",-47
"magreres",-47
"makelhaft",-47
"mangel",-47
"mangelbehaftet",-47
"mangele",-47
"mangelen",-47
"mangelhaft",-3395
"mangelhafte",-3395
"mangelhaftem",-3395
"mangelhaften",-3395
"mangelhafter",-3395
"mangelhaftere",-3395
"mangelhafterem",-3395
"mangelhafteren",-3395
"mangelhafterer",-3395
"mangelhafteres",-3395
"mangelhaftes",-3395
"mangelhaftest",-3395
"mangelhafteste",-3395
"mangelhaftestem",-3395
"mangelhaftesten",-3395
"mangelhaftester",-3395
"mangelhaftestes",-3395
"mangeln",-47
"mangelst",-47
"mangelt",-47
"mangelte",-47
"mangelten",-47
"mangeltest",-47
"mangeltet",-47
"mangl",-47
"mangle",-47
"manipulieren",-47
"matt",-47
"matte",-47
"mattem",-47
"matten",-47
"matter",-47
"mattere",-47
"matterem",-47
"matteren",-47
"matterer",-47
"matteres",-47
"mattes",-47
"mattest",-47
"matteste",-47
"mattestem",-47
"mattesten",-47
"mattester",-47
"mattestes",-47
"mau",-1913
"maue",-1913
"mauem",-1913
"mauen",-1913
"mauer",-1913
"mauere",-1913
"mauerem",-1913
"maueren",-1913
"mauerer",-1913
"maueres",-1913
"maues",-1913
"mauest",-1913
"maueste",-1913
"mauestem",-1913
"mauesten",-1913
"mauester",-1913
"mauestes",-1913
"maust",-1913
"mauste",-1913
"maustem",-1913
"mausten",-1913
"mauster",-1913
"maustes",-1913
"maßlos",-1965
"maßlose",-1965
"maßlosem",-1965
"maßlosen",-1965
"maßloser",-1965
"maßlosere",-1965
"maßloserem",-1965
"maßloseren",-1965
"maßloserer",-1965
"maßloseres",-1965
"maßloses",-1965
"maßlosst",-1965
"maßlosste",-1965
"maßlosstem",-1965
"maßlossten",-1965
"maßlosster",-1965
"maßlosstes",-1965
"mecker",-310
"meckere",-310
"meckeren",-310
"meckern",-310
"meckerst",-310
"meckert",-310
"meckerte",-310
"meckerten",-310
"meckertest",-310
"meckertet",-310
"meiden",-3320
"melancholisch",-47
"melancholische",-47
"melancholischem",-47
"melancholischen",-47
"melancholischer",-47
"melancholischere",-47
"melancholischerem",-47
"melancholischeren",-47
"melancholischerer",-47
"melancholischeres",-47
"melancholisches",-47
"melancholischst",-47
"melancholischste",-47
"melancholischstem",-47
"melancholischsten",-47
"melancholischster",-47
"melancholischstes",-47
"melodramatisch",-47
"melodramatische",-47
"melodramatischem",-47
"melodramatischen",-47
"melodramatischer",-47
"melodramatischere",-47
"melodramatischerem",-47
"melodramatischeren",-47
"melodramatischerer",-47
"melodramatischeres",-47
"melodramatisches",-47
"melodramatischst",-47
"melodramatischste",-47
"melodramatischstem",-47
"melodramatischsten",-47
"melodramatischster",-47
"melodramatischstes",-47
"menschenunwürdig",-3144
"menschenunwürdige",-3144
"menschenunwürdigem",-3144
"menschenunwürdigen",-3144
"menschenunwürdiger",-3144
"menschenunwürdigere",-3144
"menschenunwürdigerem",-3144
"menschenunwürdigeren",-3144
"menschenunwürdigerer",-3144
"menschenunwürdigeres",-3144
"menschenunwürdiges",-3144
"menschenunwürdigst",-3144
"menschenunwürdigste",-3144
"menschenunwürdigstem",-3144
"menschenunwürdigsten",-3144
"menschenunwürdigster",-3144
"menschenunwürdigstes",-3144
"merkwürdig",-431
"merkwürdige",-431
"merkwürdigem",-431
"merkwürdigen",-431
"merkwürdiger",-431
"merkwürdigere",-431
"merkwürdigerem",-431
"merkwürdigeren",-431
"merkwürdigerer",-431
"merkwürdigeres",-431
"merkwürdiges",-431
"merkwürdigst",-431
"merkwürdigste",-431
"merkwürdigstem",-431
"merkwürdigsten",-431
"merkwürdigster",-431
"merkwürdigstes",-431
"mies",-47
"miese",-47
"miesem",-47
"miesen",-47
"miesepetrig",-47
"miesepetrige",-47
"miesepetrigem",-47
"miesepetrigen",-47
"miesepetriger",-47
"miesepetrigere",-47
"miesepetrigerem",-47
"miesepetrigeren",-47
"miesepetrigerer",-47
"miesepetrigeres",-47
"miesepetriges",-47
"miesepetrigst",-47
"miesepetrigste",-47
"miesepetrigstem",-47
"miesepetrigsten",-47
"miesepetrigster",-47
"miesepetrigstes",-47
"mieser",-47
"miesere",-47
"mieserem",-47
"mieseren",-47
"mieserer",-47
"mieseres",-47
"mieses",-47
"miesest",-47
"mieseste",-47
"miesestem",-47
"miesesten",-47
"miesester",-47
"miesestes",-47
"minder",-570
"mindere",-570
"minderen",-570
"mindern",-570
"minderst",-570
"mindert",-570
"minderte",-570
"minderten",-570
"mindertest",-570
"mindertet",-570
"minderwertig",-6130
"minderwertige",-6130
"minderwertigem",-6130
"minderwertigen",-6130
"minderwertiger",-6130
"minderwertigere",-6130
"minderwertigerem",-6130
"minderwertigeren",-6130
"minderwertigerer",-6130
"minderwertigeres",-6130
"minderwertiges",-6130
"minderwertigst",-6130
"minderwertigste",-6130
"minderwertigstem",-6130
"minderwertigsten",-6130
"minderwertigster",-6130
"minderwertigstes",-6130
"miserabel",-2004
"miserabelst",-2004
"miserabelste",-2004
"miserabelstem",-2004
"miserabelsten",-2004
"miserabelster",-2004
"miserabelstes",-2004
"miserable",-2004
"miserablem",-2004
"miserablen",-2004
"miserabler",-2004
"miserablere",-2004
"miserablerem",-2004
"miserableren",-2004
"miserablerer",-2004
"miserableres",-2004
"miserables",-2004
"missachten",-47
"missbrauchen",-47
"missfallen",-47
"missgelaunt",-2970
"missgelaunte",-2970
"missgelauntem",-2970
"missgelaunten",-2970
"missgelaunter",-2970
"missgelauntere",-2970
"missgelaunterem",-2970
"missgelaunteren",-2970
"missgelaunterer",-2970
"missgelaunteres",-2970
"missgelauntes",-2970
"missgelauntest",-2970
"missgelaunteste",-2970
"missgelauntestem",-2970
"missgelauntesten",-2970
"missgelauntester",-2970
"missgelauntestes",-2970
"missglücken",-47
"misslingen",-47
"missmutig",-3166
"missraten",-47
"missratene",-47
"missratenem",-47
"missratenen",-47
"missratener",-47
"missratenere",-47
"missratenerem",-47
"missrateneren",-47
"missratenerer",-47
"missrateneres",-47
"missratenes",-47
"missratenst",-47
"missratenste",-47
"missratenstem",-47
"missratensten",-47
"missratenster",-47
"missratenstes",-47
"missratner",-47
"missratnere",-47
"missratnerem",-47
"missratneren",-47
"missratnerer",-47
"missratneres",-47
"misstrauisch",-3333
"missverstehen",-3202
"mist",-1723
"mittellos",-47
"mittellose",-47
"mittellosem",-47
"mittellosen",-47
"mittelloser",-47
"mittellosere",-47
"mittelloserem",-47
"mittelloseren",-47
"mittelloserer",-47
"mittelloseres",-47
"mittelloses",-47
"mittellosest",-47
"mittelloseste",-47
"mittellosestem",-47
"mittellosesten",-47
"mittellosester",-47
"mittellosestes",-47
"mittelmäßig",-1870
"mittelmäßige",-1870
"mittelmäßigem",-1870
"mittelmäßigen",-1870
"mittelmäßiger",-1870
"mittelmäßigere",-1870
"mittelmäßigerem",-1870
"mittelmäßigeren",-1870
"mittelmäßigerer",-1870
"mittelmäßigeres",-1870
"mittelmäßiges",-1870
"mittelmäßigst",-1870
"mittelmäßigste",-1870
"mittelmäßigstem",-1870
"mittelmäßigsten",-1870
"mittelmäßigster",-1870
"mittelmäßigstes",-1870
"monoton",-533
"monotone",-533
"monotonem",-533
"monotonen",-533
"monotoner",-533
"monotonere",-533
"monotonerem",-533
"monotoneren",-533
"monotonerer",-533
"monotoneres",-533
"monotones",-533
"monotonst",-533
"monotonste",-533
"monotonstem",-533
"monotonsten",-533
"monotonster",-533
"monotonstes",-533
"morbid",-47
"morbide",-47
"morbidem",-47
"morbiden",-47
"morbider",-47
"morbidere",-47
"morbiderem",-47
"morbideren",-47
"morbiderer",-47
"morbideres",-47
"morbides",-47
"morbidest",-47
"morbideste",-47
"morbidestem",-47
"morbidesten",-47
"morbidester",-47
"morbidestes",-47
